,Agriculture and vegetation,Animals,Basic actions and technology,Clothing and grooming,Cognition,Emotions and values,Food and drink,Kinship,Miscellaneous function words,Modern world,Motion,Possession,Quantity,Sense perception,Social and political relations,Spatial relations,Speech and language,The body,The house,The physical world,Time
0,0.1796858529883997,0.2558196924491903,0.06976468445854576,0.06939575332633806,0.1838384354145856,0.16816504566316234,0.19444040300099744,0.3821431743378251,0.46976983357974134,0.3085561028402127,0.4150074661843041,0.25739771155055563,0.7501200868864906,0.2623616934568178,0.268536199866262,0.29153658981362296,0.5119564868280617,0.04316332756434471,0.15469023456888098,0.14336047747834918,0.25995943114186215
1,0.16364016662322198,0.09711981753433478,0.5350476094283111,0.16883300781270758,0.24065436912040397,0.2671995084076926,0.20185962102781807,0.5749603064775489,0.21110086881229873,0.24956849045289944,0.1866423725575418,0.6309851830659684,0.5944717861946724,0.13564689339686192,0.11546377770417646,0.1467559624642016,0.21663253992924367,0.27669162151971927,0.35293772761081044,0.48396741203618965,0.5151218220397717
2,0.3022288961084362,0.0666932332202327,-0.09665918958550544,0.43021386623641855,0.2827983624813794,0.04919309703120209,0.21168388413238742,0.5151362213381061,0.1415277025383542,0.07596019314092219,0.37757080079169747,0.26050668065861876,0.38506458404362404,0.5704258480054852,0.480757097875373,-0.035917007435833204,0.4816972865708495,0.09611832400068002,0.042655585045610664,0.4094755434513942,0.49508975576903286
3,0.10738475290539412,0.21922396337186584,0.1643971071204593,0.2733062914676928,0.27706925857250253,0.14813885622836065,0.12775342406558743,0.5641690543179811,0.2641527153235446,0.4425774192237125,0.421257512599412,0.6002202867543245,0.24022916338456612,0.26829839389908194,0.5471793040284025,0.2733888473241287,0.2632800857857001,0.09531038624117652,0.277953602022694,0.13721047225035132,0.6004864441181601
4,0.005765600566633871,0.16634318884064983,0.1316542832304503,0.16462449187573783,0.5158228559885307,0.06986661482058037,0.18579266609587863,0.634951398343315,0.4653916027336982,0.35201001749680294,0.4421905647827656,0.6544526423929362,0.3536377120946412,0.4207453401154918,0.3866650123959945,0.20926877148281747,0.4686365157261283,0.17180507657365068,0.5165341102837463,0.3404244198769289,0.5845504594404649
5,-0.05191591092403321,0.1818793097744122,0.2774653848337389,0.12789360920365297,0.27503013055549935,0.19558926894216794,0.10756688446385732,0.47848186880558485,0.6801090841169141,0.07600044996485267,0.581042427579276,0.29098352800966726,0.7453468346665761,-0.07373036846931462,0.28790421203612826,0.0337837712531346,0.4030040319045521,0.4415743562700851,0.10951588730189932,0.3944097265056713,0.41264257160201906
6,0.29462873345097806,0.0534237285888125,0.2674806814951077,0.3445081499352869,0.403068019016228,0.4355291683569158,0.31763610305256224,0.5315211713819428,0.03540491289256928,0.33997455045906894,0.36337363422589897,0.3965170074447021,0.6333469100842763,0.1855297372279358,0.17831357666041553,0.374751356781022,0.5280528338141703,0.5506335597132567,0.2824569373511936,0.1669550136077815,0.3732743606984833
7,0.047055719220779293,0.12439249503491777,0.48827261291287993,0.03994593412392143,0.177739520268772,0.41998119413990764,0.3735331210385825,0.48201566213172187,0.5514620204188769,0.05814879691602551,0.4723799993417326,0.17731439542563932,0.5145258235072065,0.17710876519820531,0.16868775629062616,0.2426884039567539,0.4993706442854486,0.08583694930128298,0.2504343314465793,0.035591338740443,0.47441212431585117
8,-0.06332680229173267,0.1870841008416541,-0.030484212123509588,0.0032632241468615354,0.4716943889425186,0.4463695141109342,0.2643726516672779,0.38762801888148796,0.22747880014057192,0.3661091020743349,0.5230485511829126,0.4983526298753803,0.8379753802660839,0.028059010625199172,0.5066674306270642,0.27551511469210677,0.4019525284169837,0.2020805881410589,0.34929850409896235,0.013061534808241265,0.21963290992613754
9,0.0814449970474118,0.05727304628366811,0.19594865201130163,0.10357200684151761,0.45470464220237483,0.14415210427656136,0.44934370420345554,0.5362352243235982,0.537818418339965,0.19595989996833754,0.34001398985149744,0.3563558197209914,0.7638017158631258,0.48772345684239027,0.040489370671319816,0.5030247901901986,0.4379673472328696,0.18257075792680855,0.03481303060305698,0.006063066698929961,0.4114323967133662
10,0.06648822808211496,0.3218742774478408,0.2279963646595232,0.1225080940226914,0.5336345060145576,0.10900856270537344,0.2937350179422844,0.23110587227658186,0.7400070971374904,0.5002395730359767,0.6472281291888746,0.5260348528934833,0.4184421808379335,0.16578061335916708,0.25920464269887006,0.15331516282598143,0.3703367358728498,0.24899112735132115,0.2932569838656328,0.28292627064170917,0.30884814412839023
11,-0.026473076504888796,0.017022164720497057,0.08889276757836595,0.16663733562656785,0.4401647589921019,0.4326285163922015,0.13112883235488934,0.46050867290213415,,0.5230914308197558,0.5540498944105334,0.6803937706206726,0.7763665234317203,0.17545123901455428,0.3337491437855139,0.0432370397900244,0.30395623730378907,0.39048219291595576,0.12225219444727478,0.5918506863653896,0.43473192633084073
12,0.10381645652073195,0.05990971622328357,0.14492235063704267,0.32490039867054343,0.469807614172282,0.22208294322926206,0.03128099658697346,0.5508563925302583,,0.3454700266102013,0.26244713170330924,0.39693836808796,0.8499642977431197,0.40898399868393487,0.5101008465665677,0.6735127777067591,0.2690136200526293,0.30161784818186876,0.4475639972944209,0.256953700990184,0.5205484969321834
13,0.2814945357972623,0.12483509919256766,0.22379707762316897,0.24319413528846512,0.48065955150826767,0.5923458578914279,0.16743850635777915,0.4337728875120552,,0.38713548710602547,0.3557113037880554,0.6212235378969668,0.16606347080601974,0.20101299268584932,0.27243677515841064,0.5220356577406737,0.6282954293688706,0.25058629323087833,0.2351718633008982,0.15527251799025021,0.2640016984528649
14,0.24146522908728402,-0.10143200629076263,0.39250678864280497,0.21207839398192233,0.5334740173421895,0.5884223788363185,0.004791852053085369,0.502110746607533,,0.4608362522120625,0.18175845404037128,0.6749562924486703,0.39350368443495676,0.26227666047130843,0.37895881283911026,0.4120133348469089,0.06639966097792355,0.28488644411892716,0.20652492259880134,0.08997773163782716,0.4213140703209965
15,0.32146011391277546,0.1837263462647191,0.4673722888776577,0.4351721133744435,0.18129890286109301,0.18769545863570947,0.26835709341112646,0.4675696718102026,,0.47616165854406695,0.42074644411681494,0.30577928046029657,0.6444175965103255,0.3349851414113225,0.25236263530699365,0.4267204427589838,0.26587217931002244,0.2853600230106881,0.14201401113045142,0.3638520496634308,0.416960280605975
16,0.13837217605986038,0.27544455724756006,0.6804085139179936,0.13032134872680504,0.5447205332419568,0.5027628383432114,0.16205900481602867,0.6178578785250639,,0.37938188424869623,0.5107609081288074,0.4169559077858549,0.8269634182343244,0.21835411844365957,0.3351486320123406,0.2527394097014287,0.3523148591794669,0.14485917461576786,0.32140002202761203,0.26192512084353003,0.3944920171313176
17,0.01962092038660055,0.22471079979755415,0.534717244800055,0.37927832223105085,0.4680838473152582,0.05389592368665049,0.4044128374573282,0.20475366480872337,,0.24492108198983467,0.3853046231528546,0.15424705994814306,0.33335214186140105,0.5287015101949235,0.034281269757476876,0.46284140676258656,0.30359055028686477,0.16005223487110784,0.12681661671923233,0.26680392190796876,0.6456477081905414
18,-0.027026750451981267,0.054755510886389344,0.4428341065207336,0.46355566098717166,0.29192889228146707,0.023314243477795177,0.03650482107885234,0.4363818380067908,,0.3676771535012817,0.24223691420087853,0.18400171763333711,0.16939012334923106,0.2560185388896405,0.3748230649749496,0.5856772911233283,0.48973534980401234,0.4364026228637533,0.2646743744655078,0.42384707416214995,0.4793828491841804
19,0.22622433960118127,0.26662872085173944,0.5433239678405719,0.2587566838687837,0.22261751576743413,0.06228066518248741,0.21764102443370983,0.569018179263084,,0.4053061957165088,0.24980788363230852,0.40131475209721496,0.7986071463994405,0.13087244875011644,0.6139023173936046,0.32673912298605456,0.5535374528857142,0.50530530872379,0.34759332635513535,-0.0030430950834081268,0.49828263537358086
20,-0.0326145374721685,0.19454929784620612,0.349008526614755,0.37143239015837626,0.42418222115141313,0.24813882628702483,0.36059493020945776,0.1628993924983676,,-0.05541584280434852,0.2991214514640431,0.43850246094817946,0.7561508890479658,0.2443632834505438,0.36983199278607004,0.2928080383084669,0.4591402797898252,0.17836514139709733,,0.301272010931591,0.6459592757075112
21,,0.27867240074130595,0.3092982504984099,0.3289760083804032,0.38616589299657866,0.14393081323868184,0.2018131985500511,0.47974388256049116,,0.20917209444663948,0.28889980071654775,0.5052642308859284,0.8218061331089208,0.4507643360998419,0.5188910576007905,0.2276120517470092,0.4702140193618074,0.33186849971606025,,0.4570651820499053,0.5914039085031813
22,,-0.008242929460846336,0.508584426676887,0.36476689029482723,0.3707955903426561,0.18760069561993378,0.2928422979264598,0.4980188033339681,,0.35072028117560566,-0.015622353721818083,0.5591492318661868,0.7929130555187724,0.3466740763358517,0.26862371972015986,0.40784657668903634,0.5268888058057453,0.37375949778344264,,0.009084756974086006,0.46672725319186265
23,,0.1751517383236308,0.2817413111935771,0.26734463094780453,0.3335544208556126,0.6554446070270303,0.2152607400894638,0.3507100907201258,,0.29126490313231546,0.27778613194072244,0.16228460978077414,0.7782043742585899,0.2592498713323039,0.28915785308497066,0.26339804718899934,,0.21529100217518887,,0.23497619085034938,0.3549427646113081
24,,0.41823095516120845,0.36059453032373,,0.4946350949827728,0.3831939877170384,0.0871097821420575,0.6322563123686936,,0.5266531927557319,-0.059156901267438056,0.5101850772419066,0.49818402897884007,0.1583482900382082,0.5539432617363519,0.22884568711379433,,0.2611695058756043,,0.2815041588549527,0.2403635869717533
25,,0.0377813812382482,0.27722827975131553,,0.48848162247381144,0.1643723503932205,0.022082703037569165,,,0.5440077797967724,0.4786729004232396,,0.36305278132105384,0.31118228853504676,0.25273578925093976,0.23552956086803356,,0.2277592088785072,,0.2612101842122814,0.23113001718440845
26,,0.015029198346897144,0.43498131065069895,,0.5011256134511669,0.5568522865858783,0.1245803406347635,,,,0.2852654366959948,,0.7173098303166561,0.23487891447695944,0.2303724271907296,0.5356227839538427,,0.48026735139437104,,0.21322452207721712,0.6095172480478377
27,,0.13124610387653357,0.5570299786394777,,0.15454119651895196,0.20800643111820522,0.10866403383361038,,,,0.3063019949070164,,0.8362403595338925,0.3244759940814414,0.16414506734682752,0.416439221676022,,0.1031211673550173,,0.23167621067048366,0.5335439055216027
28,,0.3434712224391794,0.3116815547521245,,,0.3452357395514555,0.10794401769524564,,,,0.09907365388929101,,0.7665536942716458,0.29672726611837774,0.32298799400096395,0.2938464306275147,,0.15044866846138405,,0.2452423389768921,0.580374571212501
29,,0.4075096758982335,0.3076921814352761,,,0.025860453877151357,0.4247297426197517,,,,0.4306541534662318,,0.8243561662469252,0.28330093719380056,,0.45933731657110777,,0.19042163655918126,,0.24102829490548172,0.5493921339456023
30,,0.4648144942868655,0.18865326425463644,,,0.4368755058053629,0.1333832312049886,,,,0.37750900119672104,,0.48975854922650996,0.18463158625536485,,0.24749450604955936,,0.5700012543427652,,0.4044966899707392,0.5192614474939043
31,,0.07725628168393728,0.27210936881593406,,,0.23867672679135857,0.2263713893041646,,,,0.32820074040275693,,0.8119956915468853,0.12653803478739634,,0.22325177709824523,,-0.009519620307384707,,0.3132159642424475,0.46660274684695163
32,,0.17920913453132845,0.39296108441634214,,,0.4412075879925132,0.2970677203492892,,,,0.27611355059698256,,0.5692639397951891,0.47745351235774747,,0.3075745374125801,,0.16508720729624132,,0.33788026281914885,0.4685634324794461
33,,0.12853375490283492,0.44628169688245484,,,0.22247157268855855,0.19283683852044234,,,,0.6489625261672824,,0.34052294611540274,0.34922287670638097,,0.4962953791087181,,0.25316834968691526,,0.291979542968521,0.5964984862713216
34,,0.09031268156572711,0.14542352873252298,,,0.056018637213507035,0.27141690689870457,,,,0.3104681093398194,,0.5888512424258991,0.1652750965389363,,0.3222039478455493,,0.2494895597603715,,0.057513132465945485,0.509065433424149
35,,0.04415636226910688,0.6802537094150642,,,0.42129717803093414,0.03976298362917156,,,,0.5181657588511996,,0.8257340602258432,0.4521062820547731,,0.47251160414531723,,0.35196371738272597,,0.34660358733565294,0.04386148255783352
36,,0.25314775723745025,0.6014928881786799,,,0.2866498260083617,0.04086949313082727,,,,-0.02390381697714564,,,-0.047558609250626036,,0.3690733955205739,,0.4838594859343015,,0.04243488267207081,0.64129227500233
37,,0.16638558386807428,0.6981942806841956,,,0.07581375924517109,0.04204678683259904,,,,0.21018392172308253,,,0.11306470607229333,,0.3258656887910292,,0.2468055895570928,,0.22170886802077827,0.6269608852412963
38,,0.259290222011858,0.07816535979525732,,,0.5444773825722448,0.06969564997081779,,,,0.26145773723664895,,,0.48846791363509945,,0.11030341526435292,,0.3729474727595065,,0.2447385218722546,0.2562624579815286
39,,0.13616553917611274,0.5182104583739979,,,0.5952592621103288,0.22329901381038803,,,,0.4421856874589535,,,0.12431743732314374,,0.15987622037187205,,0.08092966172141561,,0.26468044619466885,0.7139378922191586
40,,0.26308641689565726,0.4054435669043783,,,0.3355023644879603,,,,,0.507027294453737,,,0.06109956373802831,,0.18448055491198118,,0.08887321723055368,,0.37563631294109623,0.4944170961742984
41,,,0.24318258981246804,,,0.34775666853962073,,,,,0.5064636303192188,,,0.29672726611837774,,0.15453306159241295,,0.09287969678450986,,0.29904601742576176,0.5212549529264189
42,,,0.03747910682954275,,,0.47304901272229094,,,,,0.5815029584467222,,,0.3136200160247668,,0.4427777950315807,,0.32950889192371846,,0.5845605985135487,0.4277387131029772
43,,,0.4715814293555055,,,0.12904320862346152,,,,,0.35884085045926933,,,0.3890839481686819,,0.1364651097744518,,0.17278434023456682,,0.10927007353577661,0.5937151074747927
44,,,-0.026399732475170655,,,0.12513978868720815,,,,,0.3633753547757292,,,0.15967401200509498,,0.3507302400531266,,0.1346698183589134,,0.1442660554350385,
45,,,0.2640433392674508,,,0.2387304528249923,,,,,0.5334590253783316,,,0.12670344152884755,,0.13775551129739116,,0.25056506860990035,,0.05988514532620866,
46,,,0.48583226861077766,,,0.11322969397471583,,,,,0.11158946074974406,,,,,0.43621844937769494,,0.3054146293268522,,0.11990225661897858,
47,,,0.38524208888266986,,,-0.07207554577259213,,,,,0.12764654502108547,,,,,0.5375273649625734,,0.1560198011403625,,0.25885725786752656,
48,,,0.37804447728029056,,,0.25478921455452536,,,,,0.502879309587648,,,,,0.4007498694752232,,0.4461925418400381,,0.13789650845852475,
49,,,0.21081033871916727,,,0.3848381583073722,,,,,0.3873163952516891,,,,,0.25583731627548273,,0.22608114966283027,,0.13704473488076105,
50,,,0.39422673377584194,,,,,,,,0.4752637816854265,,,,,0.23292404196388777,,0.2626619463691795,,0.1002725713848296,
51,,,0.4680192041409937,,,,,,,,0.2763597358483054,,,,,0.4850220965480749,,0.22681996412764466,,0.23004993750694439,
52,,,0.10807595186430509,,,,,,,,0.48930414071118866,,,,,0.15155433101988083,,0.29598362393791444,,0.27668482061034794,
53,,,0.6418854852687343,,,,,,,,0.17105796008694507,,,,,0.6430108452944584,,0.42328203878671883,,0.20523371912939892,
54,,,0.24633316373416994,,,,,,,,0.3458705618848364,,,,,0.2140977707273387,,0.23405402531925992,,0.10556114058258968,
55,,,0.493121439815117,,,,,,,,0.29869569033235,,,,,0.3200367556478238,,0.17135953434561668,,0.3297979826708207,
56,,,0.1924705072825237,,,,,,,,,,,,,0.4702229590603004,,0.4130685104226832,,0.3283595253800051,
57,,,0.23189911196739968,,,,,,,,,,,,,0.10421547228049571,,0.1719573170526612,,0.2552812378183252,
58,,,0.3148936697722299,,,,,,,,,,,,,0.28107392841062084,,0.5717782113695016,,0.295460627666711,
59,,,0.3675678658238821,,,,,,,,,,,,,0.6104264038328437,,0.2466664372546361,,0.16386199079375935,
60,,,0.6284926895810906,,,,,,,,,,,,,0.46879555259901184,,0.19577762347616523,,0.39972825067266504,
61,,,0.49639529414123895,,,,,,,,,,,,,0.4092811249863301,,0.3482612930401145,,0.23459253748288825,
62,,,0.14223501513350126,,,,,,,,,,,,,0.4849522354041844,,0.035157746534825465,,-0.05740950638536247,
63,,,0.23711731944904235,,,,,,,,,,,,,0.3844923176588869,,0.2798671418282179,,0.5149736944512413,
64,,,0.1865406088005086,,,,,,,,,,,,,0.11212625188083675,,0.22218411953448958,,0.25447175532197713,
65,,,0.40490464783748925,,,,,,,,,,,,,0.6169780297554228,,0.23390874775972004,,0.05788503351659988,
66,,,0.5408288311118082,,,,,,,,,,,,,0.35648182558962016,,0.17078140871698053,,0.014149272670495084,
67,,,0.035181487593097624,,,,,,,,,,,,,0.4618542129411623,,0.15837019078013645,,0.5357619718743025,
68,,,0.08967235548994064,,,,,,,,,,,,,0.5955083208518848,,0.11172660303023553,,0.26904955616666326,
69,,,0.3222477087213994,,,,,,,,,,,,,-0.08126919472088631,,0.5576715155257841,,,
70,,,0.39045157609207215,,,,,,,,,,,,,0.18952634926236606,,0.3825615631469011,,,
71,,,0.3714623237538447,,,,,,,,,,,,,0.40571098313861226,,0.044546423281084595,,,
72,,,0.6247674641144225,,,,,,,,,,,,,0.31219225454975097,,0.055122918016986655,,,
73,,,0.17759134295808549,,,,,,,,,,,,,0.07185974380853963,,0.5309808911662868,,,
74,,,0.31331475624099947,,,,,,,,,,,,,0.44286930373294886,,0.2652444852020651,,,
75,,,0.22494061985346336,,,,,,,,,,,,,0.22154307832392978,,-0.009293868340201697,,,
76,,,0.20116976188321134,,,,,,,,,,,,,0.33757726335736987,,0.29555044780658896,,,
77,,,0.2566260997934509,,,,,,,,,,,,,,,0.0008025846485506857,,,
78,,,0.2580571621006308,,,,,,,,,,,,,,,0.3519746315539712,,,
79,,,0.12990253218108253,,,,,,,,,,,,,,,0.2552604831237142,,,
80,,,0.5330100025244021,,,,,,,,,,,,,,,0.4471509788033882,,,
81,,,0.1405875445312481,,,,,,,,,,,,,,,0.27136618641885524,,,
82,,,0.14427870914218718,,,,,,,,,,,,,,,0.28550096668923614,,,
83,,,0.3452674756240813,,,,,,,,,,,,,,,0.16681233362816955,,,
84,,,0.2484651941125504,,,,,,,,,,,,,,,,,,
85,,,0.38472468917411196,,,,,,,,,,,,,,,,,,
86,,,0.2305253405451798,,,,,,,,,,,,,,,,,,
87,,,0.09399914725609937,,,,,,,,,,,,,,,,,,
88,,,0.28934411391940784,,,,,,,,,,,,,,,,,,
89,,,0.32210657623861705,,,,,,,,,,,,,,,,,,
90,,,0.3305254665038564,,,,,,,,,,,,,,,,,,
91,,,0.46921315052919965,,,,,,,,,,,,,,,,,,
92,,,0.04568831363358382,,,,,,,,,,,,,,,,,,
93,,,0.3808060884401118,,,,,,,,,,,,,,,,,,
94,,,0.4002791401382171,,,,,,,,,,,,,,,,,,
95,,,0.427271503523743,,,,,,,,,,,,,,,,,,
96,,,0.18210392890470506,,,,,,,,,,,,,,,,,,
97,,,0.41633122800422484,,,,,,,,,,,,,,,,,,
98,,,0.5620811500043337,,,,,,,,,,,,,,,,,,
99,,,0.42818058429020145,,,,,,,,,,,,,,,,,,
100,,,0.17434676158993856,,,,,,,,,,,,,,,,,,
101,,,0.4236520072373998,,,,,,,,,,,,,,,,,,
102,,,0.1987377240408519,,,,,,,,,,,,,,,,,,
103,,,0.1564785251140871,,,,,,,,,,,,,,,,,,
104,,,0.6652753325333113,,,,,,,,,,,,,,,,,,
105,,,0.5877030005500332,,,,,,,,,,,,,,,,,,
106,,,0.32909634999245924,,,,,,,,,,,,,,,,,,
107,,,0.33065995576557616,,,,,,,,,,,,,,,,,,
108,,,0.575881374686334,,,,,,,,,,,,,,,,,,
109,,,0.6430761897582371,,,,,,,,,,,,,,,,,,
